Node,Full_Depth,Max_depth(SWMM),basement flooding
RC1131,20.0,0.0,0
RC1132,40.0,0.0,0
RC1132A,40.0,0.0,0
RC1156,20.0,2.31,0
RC1157,40.0,2.63,0
RC1157A,40.0,6.07,0
RC1171,20.0,1.23,0
RC1172,40.0,2.57,0
RC1172A,40.0,3.07,0
RC17001,152.53,7.68,0
RC17003,20.0,4.86,0
RC17004,20.0,4.42,0
RC27001,55.33,23.92,0
RC27001A,40.0,33.01,1
RC27003,71.35,7.66,0
RC27003A,40.0,30.21,0
RC27004,60.02,7.18,0
RC27004A,40.0,27.27,0
Regulator11,15.68,23.34,1
Regulator17,18.73,12.02,1
Regulator3,35.657,35.71,1
Regulator7,16.65,17.04,1
REIN-1,16.46,16.46,1
REIN-4,15.49,7.91,1
RVSDS_CSO_03_(M18A)_Reg1,12.11,0.59,0
RVSDS_CSO_07_(M14)_Div,6.0,2.0,1
RVSDS_CSO_10_(M19)_Div_Old,20.0,3.3,0
RVSDS_CSO_10_(M19)_Reg2,16.0,0.3,0
RVSDS_CSO_11_(L42)_Div,12.39,1.25,0
RVSDS_CSO_11_(L42)_Reg,20.0,0.96,0
RVSDS_CSO_11_(L42)_Weir,12.39,1.0,0
RVSDS_CSO_12_(L43)_Div,19.0,1.36,0
RVSDS_CSO_19_(L47)_Div,20.0,1.5,0
RVSDS_CSO_19_(L47)_Reg,20.0,2.45,0
RVSDS_CSO_20_(L48)_Div,20.0,3.47,0
RVSDS_CSO_20_(L48)_Reg,20.0,2.77,0
RVSDS_CSO_21_(L39)_Div,20.0,4.23,0
RVSDS_CSO_21_(L39)_Reg,20.0,0.67,0
RVSDS_CSO_22_(L38)_Div,20.0,1.59,0
RVSDS_CSO_22_(L38)_Reg,20.0,0.75,0
RVSDS_CSO_45_(U02)_Div,404.84000000000003,3.95,0
RVSDS_CSO_51_(L37)_Div,20.0,0.05,0
RVSDS_CSO_51_(L37)_Reg,20.0,0.13,0
RVSDS_CSO_53_(L34)_Div,7.17,0.13,1
RVSDS_CSO_53_(L34)_Reg,9.07,0.16,0
RVSDS_CSO_59_(M24)_Div,14.85,0.58,0
RVSDS_CSO_59_(M24)_Reg,16.94,0.67,0
RVSDS_CSO_63_(L45)_Div,12.1,0.38,0
RVSDS_CSO_I03_(L40)_Div,15.94,0.05,0
RVSDS_CSO_I08_(L44)_Div,14.37,0.98,0
RVSDS_EQ_Livonia_Effluent1,24.85,0.0,0
RVSDS_EQ_Livonia_Effluent2,29.3,1.07,0
RVSDS_EQ_Livonia_Influent2,26.77,0.72,0
RVSDS_EQ_Livonia_MeterMH,26.55,1.06,0
RVSDS_INT_HLDE_1,8.88,1.08,1
RVSDS_INT_HLDE_2,8.91,1.09,1
RVSDS_INT_HLDE_3,8.93,1.09,1
RVSDS_INT_LRIR_IX_MH9-#1,13.47,1.42,0
RVSDS_INT_LRIR_IX_MH9-#3_US,8.3,0.56,1
RVSDS_INT_LRIR_IX_MH9-#4,8.82,1.33,1
RVSDS_INT_LRIR_IX_MH9-#5,22.04,0.8,0
RVSDS_INT_LRIR_IX_MH9-01,20.13,1.25,0
RVSDS_INT_LRIR_IX_MH9-02,20.5,1.69,0
RVSDS_INT_LRIR_IX_MH9-03,20.0,1.25,0
RVSDS_INT_LRIR_IX_MH9-04,19.4,0.71,0
RVSDS_INT_LRIR_IX_MH9-05,21.3,0.87,0
RVSDS_INT_LRIR_IX_MH9-06,20.9,0.69,0
RVSDS_INT_LRIR_IX_MH9-07,19.9,1.02,0
RVSDS_INT_LRIR_IX_MH9-08,19.3,0.89,0
RVSDS_INT_LRIR_IX_MH9-09,18.7,0.82,0
RVSDS_INT_LRIR_IX_MH9-10,20.7,0.77,0
RVSDS_INT_LRIR_IX_MH9-11,21.2,0.85,0
RVSDS_INT_LRIR_IX_MH9-12,20.9,0.75,0
RVSDS_INT_LRIR_IX_MH9-13,20.72,1.02,0
RVSDS_INT_LS1A_Discharge,13.08,2.39,0
RVSDS_INT_LS1A_DL-MH1,8.88,5.66,1
RVSDS_INT_LS1A_DL-MH2,21.0,3.79,0
RVSDS_INT_LS1A_High,25.3,6.29,0
RVSDS_INT_LS1A_OF-MH1,18.47,1.81,0
RVSDS_INT_LS1A_OF-MH2,20.28,1.97,0
RVSDS_INT_LS1A_Pump1_Discharge,12.5,4.23,0
RVSDS_INT_LS1A_Pump2_Discharge,12.5,0.0,0
RVSDS_INT_LS1A_Pump3_Discharge,12.5,0.0,0
RVSDS_INT_LS1A_Pump4_Discharge,12.5,0.0,0
RVSDS_INT_LS1A_Pump5_Discharge,12.0,2.92,0
RVSDS_INT_LS1A_Pump6_Discharge,12.0,0.0,0
RVSDS_INT_LV_MH07,17.58,2.71,0
RVSDS_INT_LV_MH08,25.48,3.15,0
RVSDS_INT_LV_MH09,22.36,6.08,0
RVSDS_INT_LV_MH10,8.11,2.4,1
RVSDS_INT_LV_MH11,9.86,2.4,1
RVSDS_INT_LV_MH16,3.88,3.88,1
RVSDS_INT_LV_MH17,5.68,5.68,1
RVSDS_INT_LV_MH18,11.87,11.87,1
RVSDS_INT_LV_MH19,8.19,7.19,1
RVSDS_INT_LV_MH20,8.09,8.09,1
RVSDS_INT_LV_MH21,8.27,8.27,1
RVSDS_INT_LV_MH22,5.84,5.84,1
RVSDS_INT_LV_MH23,4.6,4.6,1
RVSDS_INT_LV_MH24,5.85,5.85,1
RVSDS_INT_LV_MH25,7.17,5.59,1
RVSDS_INT_LV_MH26,6.09,5.97,1
RVSDS_INT_LV_MH27,4.5,4.5,1
RVSDS_INT_LV_MH28,3.72,3.72,1
RVSDS_INT_LV_MH29,3.88,3.88,1
RVSDS_INT_LV_MH30,5.23,5.23,1
RVSDS_INT_LV_MH31,8.54,7.12,1
RVSDS_INT_LV_MH32,7.18,6.73,1
RVSDS_INT_LV_MH33,4.93,4.93,1
RVSDS_INT_LV_MH34,5.67,5.67,1
RVSDS_INT_LV_MH35,6.98,6.98,1
RVSDS_INT_LV_MH37,11.89,6.72,1
RVSDS_INT_LV_MH38,8.52,8.52,1
RVSDS_INT_LV_MH39,8.15,7.33,1
RVSDS_INT_LV_MH40,8.8,4.46,1
RVSDS_INT_LV_MH41,8.65,4.41,1
RVSDS_INT_MRIR_I_MH1-23,42.67,34.56,0
RVSDS_INT_MRIR_II_MH2-01,39.76,49.43,1
RVSDS_INT_MRIR_II_MH2-02,26.81,29.7,1
RVSDS_INT_MRIR_II_MH2-03,22.65,12.55,0
RVSDS_INT_MRIR_II_MH2-04,18.95,5.45,0
RVSDS_INT_MRIR_II_MH2-05,19.75,5.47,0
RVSDS_INT_MRIR_II_MH2-06,19.72,7.39,0
RVSDS_INT_MRIR_II_MH2-07,20.57,8.26,0
RVSDS_INT_MRIR_II_MH2-11,13.12,4.01,0
RVSDS_INT_MRIR_II_MH2-12,13.64,3.26,0
RVSDS_INT_MRIR_II_MH2-13,15.58,3.18,0
RVSDS_INT_MRIR_II_MH2-14,12.35,3.27,0
RVSDS_INT_MRIR_II_MH2-15,12.9,3.35,0
RVSDS_INT_MRIR_II_MH2-16,12.7,3.0,0
RVSDS_INT_MRIR_II_MH2-17,13.09,2.49,0
RVSDS_INT_MRIR_II_MH2-18,12.4,2.55,0
RVSDS_INT_MRIR_II_MH2-19,12.46,2.62,0
RVSDS_INT_MRIR_II_MH2-20,15.91,2.34,0
RVSDS_INT_MRIR_II_MH2-21,18.24,2.42,0
RVSDS_INT_MRIR_II_MH2-22,12.4,2.32,0
RVSDS_INT_MRIR_II_MH2-23,13.34,2.24,0
RVSDS_INT_MRIR_II_MH2-24,19.16,2.15,0
RVSDS_INT_MRIR_II_MH2-25,15.47,2.17,0
RVSDS_INT_MRIR_II_MH2-26,11.63,2.09,0
RVSDS_INT_MRIR_II_MH2-27,14.06,2.29,0
RVSDS_INT_MRIR_II_MH2-28,14.76,2.17,0
RVSDS_INT_MRIR_II_MH2-29,15.42,2.24,0
RVSDS_INT_MRIR_II_MH2-30,15.56,2.18,0
RVSDS_INT_MRIR_II_MH2-31,14.81,2.32,0
RVSDS_INT_MRIR_II_MH2-32,12.54,1.34,0
RVSDS_INT_MRIR_II_MH2-33,29.33,2.75,0
RVSDS_INT_MRIR_II_MH2-34,26.34,2.93,0
RVSDS_INT_MRIR_II_MH2-37,22.69,2.87,0
RVSDS_INT_MRIR_III_JC3-37_HighPipe,11.45,0.55,0
RVSDS_INT_MRIR_III_MH3-01,13.47,1.75,0
RVSDS_INT_MRIR_III_MH3-02,12.33,1.41,0
RVSDS_INT_MRIR_III_MH3-03,12.59,1.31,0
RVSDS_INT_MRIR_III_MH3-04,11.21,1.47,0
RVSDS_INT_MRIR_III_MH3-05,12.05,1.33,0
RVSDS_INT_MRIR_III_MH3-06,12.67,1.46,0
RVSDS_INT_MRIR_III_MH3-07,11.37,1.38,0
RVSDS_INT_MRIR_III_MH3-08,12.41,1.47,0
RVSDS_INT_MRIR_III_MH3-09,10.95,1.42,0
RVSDS_INT_MRIR_III_MH3-10,11.48,1.39,0
RVSDS_INT_MRIR_III_MH3-11,12.09,1.34,0
RVSDS_INT_MRIR_III_MH3-12,11.8,1.5,0
RVSDS_INT_MRIR_III_MH3-15,13.82,1.5,0
RVSDS_INT_MRIR_III_MH3-18,29.1,1.49,0
RVSDS_INT_MRIR_III_MH3-19,26.92,1.36,0
RVSDS_INT_MRIR_III_MH3-20,16.75,1.43,0
RVSDS_INT_MRIR_III_MH3-22,12.68,0.68,0
RVSDS_INT_MRIR_III_MH3-23,11.81,0.66,0
RVSDS_INT_MRIR_III_MH3-24,22.49,0.7,0
RVSDS_INT_MRIR_III_MH3-25,16.8,0.65,0
RVSDS_INT_MRIR_III_MH3-26,13.7,0.59,0
RVSDS_INT_MRIR_III_MH3-27,19.57,0.67,0
RVSDS_INT_MRIR_III_MH3-28,14.65,0.66,0
RVSDS_INT_MRIR_III_MH3-29,12.5,0.78,0
RVSDS_INT_MRIR_III_MH3-30,11.28,0.56,0
RVSDS_INT_MRIR_III_MH3-31,10.82,0.63,0
RVSDS_INT_MRIR_III_MH3-32,12.55,0.64,0
RVSDS_INT_MRIR_III_MH3-33,14.81,0.82,0
RVSDS_INT_MRIR_III_MH3-34,11.52,0.71,0
RVSDS_INT_MRIR_III_MH3-35,12.21,0.7,0
RVSDS_INT_MRIR_III_MH3-36,12.13,0.53,0
RVSDS_INT_MRIR_IV_MH4A-06,18.98,0.15,0
RVSDS_INT_MRIR_IV_MH4A-08,16.25,0.15,0
RVSDS_INT_MRIR_IV_MH4A-09,25.9,0.15,0
RVSDS_INT_MRIR_IV_MH4A-10,8.72,0.15,0
RVSDS_INT_MRIR_IV_MH4A-11,7.55,0.15,1
RVSDS_INT_MRIR_IV_MH4A-12,8.16,0.15,0
RVSDS_INT_MRIR_IV_MH4A-13,8.76,0.15,0
RVSDS_INT_MRIR_IV_MH4A-13A,11.42,0.15,0
RVSDS_INT_MRIR_IV_MH4A-14,10.35,0.15,0
RVSDS_INT_MRIR_IV_MH4A-15,6.95,0.15,1
RVSDS_INT_MRIR_IV_MH4A-16,10.64,0.14,0
RVSDS_INT_MRIR_IV_MH4A-17,8.11,0.22,1
RVSDS_INT_MRIR_IV_MH4A-18,7.72,0.2,1
RVSDS_INT_MRIR_IV_MH4A-19,9.36,0.2,0
RVSDS_INT_MRIR_IV_MH4A-20,7.96,0.16,1
RVSDS_INT_MRIR_IV_MH4A-21,9.56,0.16,0
RVSDS_INT_MRIR_IV_MH4A-22,7.32,0.16,1
RVSDS_INT_MRIR_IV_MH4A-23,7.1,0.15,1
RVSDS_INT_MRIR_IV_MH4A-24,6.78,0.0,1
RVSDS_INT_MRIR_IV_MH4A-25,7.61,0.0,1
RVSDS_INT_MRIR_IV_MH4A-26,7.27,0.0,1
RVSDS_INT_MRIR_IV_MH4A-27,7.42,0.0,1
RVSDS_INT_MRIR_IV_MH4A-30,21.86,0.0,0
RVSDS_INT_MRIR_IV_MH4A-31,23.58,0.0,0
RVSDS_INT_MRIR_IV_MH4A-32,20.46,0.0,0
RVSDS_INT_MRIR_IV_MH4A-33,12.22,0.0,0
RVSDS_INT_MRIR_VA_MH5A-02,22.08,1.14,0
RVSDS_INT_MRIR_VA_MH5A-03,22.39,1.4,0
RVSDS_INT_MRIR_VA_MH5A-06,21.04,1.17,0
RVSDS_INT_MRIR_VA_MH5A-07,18.32,1.27,0
RVSDS_INT_MRIR_VA_MH5A-08,19.3,1.38,0
RVSDS_INT_MRIR_VA_MH5A-09,20.07,1.31,0
RVSDS_INT_MRIR_VA_MH5A-10,21.13,1.25,0
RVSDS_INT_MRIR_VA_MH5A-11,22.79,1.31,0
RVSDS_INT_MRIR_VA_MH5A-12,21.97,1.17,0
RVSDS_INT_MRIR_VA_MH5A-13,18.41,1.22,0
RVSDS_INT_MRIR_VA_MH5A-14,12.34,1.16,0
RVSDS_INT_MRIR_VA_MH5A-17,10.68,1.44,0
RVSDS_INT_MRIR_VA_MH5A-18,10.6,1.34,0
RVSDS_INT_MRIR_VA_MH5A-19,10.22,1.3,0
RVSDS_INT_MRIR_VA_MH5A-20,9.5,1.43,0
RVSDS_INT_MRIR_VA_MH5A-21,8.96,1.19,1
RVSDS_INT_MRIR_VA_MH5A-22,8.34,1.24,1
RVSDS_INT_MRIR_VA_MH5A-23,9.22,1.48,1
RVSDS_INT_MRIR_VA_MH5A-24,9.38,1.38,0
RVSDS_INT_MRIR_VA_MH5A-25,9.33,1.2,0
RVSDS_INT_MRIR_VA_MH5A-26,8.96,1.2,1
RVSDS_INT_MRIR_VA_MH5A-27,10.0,1.13,0
RVSDS_INT_MRIR_VA_MH5A-28,8.85,1.3,1
RVSDS_INT_MRIR_VA_MH5A-29,9.18,1.36,1
RVSDS_INT_MRIR_VA_MH5A-30,8.96,1.2,1
RVSDS_INT_MRIR_VA_MH5A-31,10.17,1.2,0
RVSDS_INT_MRIR_VA_MH5A-34,7.61,1.46,1
RVSDS_INT_MRIR_VA_MH5A-35,8.59,1.52,1
RVSDS_INT_MRIR_VA_MH5A-36,8.87,1.41,1
RVSDS_INT_MRIR_VA_MH5A-37,8.93,1.5,1
RVSDS_INT_MRIR_VA_MH5A-38,8.79,1.22,1
RVSDS_INT_MRIR_VA_MH5A-39,9.59,1.22,0
RVSDS_INT_MRIR_VA_MH5A-40,8.95,1.22,1
RVSDS_INT_MRIR_VA_MH5A-41,23.04,1.14,0
RVSDS_INT_MRIR_VA_MH5A-42,27.85,1.13,0
RVSDS_INT_MRIR_VA_MH5A-43,30.31,1.19,0
RVSDS_INT_MRIR_VA_MH5A-44,27.87,1.5,0
RVSDS_INT_MRIR_VA_MH5A-45,23.98,1.19,0
RVSDS_INT_MRIR_VA_MH5A-46,11.88,1.44,0
RVSDS_INT_MRIR_VA_MH5A-49,31.76,1.04,0
RVSDS_INT_MRIR_VA_MH5A-50,31.5,1.0,0
RVSDS_INT_MRIR_VB_MH5B-01,32.2,0.65,0
RVSDS_INT_MRIR_VB_MH5B-02,31.51,1.17,0
RVSDS_INT_MRIR_VB_MH5B-03,35.3,1.04,0
RVSDS_INT_MRIR_VB_MH5B-04,36.5,1.09,0
RVSDS_INT_MRIR_VB_MH5B-05,28.9,1.06,0
RVSDS_INT_MRIR_VB_MH5B-06,29.5,1.68,0
RVSDS_INT_MRIR_VB_MH5B-07,29.5,0.82,0
RVSDS_INT_MRIR_VB_MH5B-08,28.9,1.23,0
RVSDS_INT_MRIR_VB_MH5B-09,30.8,1.03,0
RVSDS_INT_MRIR_VB_MH5B-10,31.2,1.03,0
RVSDS_INT_MRIR_VB_MH5B-11,32.4,1.2,0
RVSDS_INT_MRIR_VB_MH5B-12,19.8,1.16,0
RVSDS_INT_MRIR_VB_MH5B-13,22.6,1.19,0
RVSDS_INT_MRIR_VB_MH5B-14,32.23,1.09,0
RVSDS_INT_MRIR_VB_MH5B-15,18.2,1.07,0
RVSDS_INT_MRIR_VB_MH5B-16,33.9,1.13,0
RVSDS_INT_MRIR_VB_MH5B-17,36.0,1.08,0
RVSDS_INT_MRIR_VB_MH5B-18,12.7,0.16,0
RVSDS_INT_MRIR_VC_JC5C-04_Weir,6.76,0.38,1
RVSDS_INT_MRIR_VC_MH5C-01,28.95,0.74,0
RVSDS_INT_MRIR_VC_MH5C-05,8.95,1.61,1
RVSDS_INT_MRIR_VC_MH5C-06,9.2,0.91,0
RVSDS_INT_MRIR_VC_MH5C-07,8.95,0.98,1
RVSDS_INT_MRIR_VC_MH5C-08,6.33,1.26,1
RVSDS_INT_MRIR_VC_MH5C-09,6.16,1.2,1
RVSDS_INT_MRIR_VC_MH5C-10,5.85,1.12,1
RVSDS_INT_MRIR_VC_MH5C-11,5.6,0.95,1
RVSDS_INT_MRIR_VC_MH5C-12,5.45,1.1,1
RVSDS_INT_MRIR_VC_MH5C-13,6.15,1.24,1
RVSDS_INT_MRIR_VC_MH5C-14,6.35,1.08,1
RVSDS_INT_MRIR_VC_MH5C-15,10.0,1.13,0
RVSDS_INT_MRIR_VC_MH5C-17,6.8,1.5,1
RVSDS_INT_MRIR_VI_MH6-01,7.2,1.43,1
RVSDS_INT_MRIR_VI_MH6-04,6.2,1.32,1
RVSDS_INT_MRIR_VI_MH6-06,6.9,1.49,1
RVSDS_INT_MRIR_VI_MH6-07,7.3,1.51,1
RVSDS_INT_MRIR_VI_MH6-08,9.15,1.72,1
RVSDS_INT_MRIR_VI_MH6-11,6.7,0.95,1
RVSDS_INT_MRIR_VI_MH6-12,9.95,1.28,0
RVSDS_INT_MRIR_VI_MH6-13,11.2,1.08,0
RVSDS_INT_MRIR_VI_MH6-14,9.7,1.56,0
RVSDS_INT_MRIR_VI_MH6-15,11.65,1.43,0
RVSDS_INT_MRIR_VI_MH6-16,12.7,1.12,0
RVSDS_INT_MRIR_VI_MH6-17,16.8,1.03,0
RVSDS_INT_MRIR_VI_MH6-18,13.4,1.21,0
RVSDS_INT_MRIR_VI_MH6-19,15.6,1.53,0
RVSDS_INT_MRIR_VI_MH6-20,15.4,1.06,0
RVSDS_INT_MRIR_VI_MH6-21,17.85,1.39,0
RVSDS_INT_MRIR_VI_MH6-22,24.5,1.11,0
RVSDS_INT_MRIR_VI_MH6-23,37.5,1.06,0
RVSDS_INT_MRIR_VI_MH6-24,17.95,0.72,0
RVSDS_INT_MRIR_VI_MH6-25,20.4,0.88,0
RVSDS_INT_MRIR_VI_MH6-26,22.05,0.78,0
RVSDS_INT_MRIR_VI_MH6-27,26.0,0.63,0
RVSDS_INT_MRIR_VI_MH6-28,16.5,0.31,0
RVSDS_INT_MRPIE_I_JC1-18,10.23,2.4,1
RVSDS_INT_MRPIE_I_MH1-02,39.93,13.95,0
RVSDS_INT_MRPIE_I_MH1-03,14.63,10.69,1
RVSDS_INT_MRPIE_I_MH1-04,13.74,7.97,1
RVSDS_INT_MRPIE_I_MH1-05,10.59,6.8,1
RVSDS_INT_MRPIE_I_MH1-06,11.43,2.58,0
RVSDS_INT_MRPIE_I_MH1-07,9.91,2.38,1
RVSDS_INT_MRPIE_I_MH1-07A,10.6,2.2,0
RVSDS_INT_MRPIE_I_MH1-07B,9.54,2.24,1
RVSDS_INT_MRPIE_I_MH1-08,11.32,2.11,0
RVSDS_INT_MRPIE_I_MH1-09,11.68,1.67,0
RVSDS_INT_MRPIE_I_MH1-10,10.23,1.5,0
RVSDS_INT_MRPIE_I_MH1-11,12.71,1.44,0
RVSDS_INT_MRPIE_I_MH1-12,10.24,1.78,0
RVSDS_INT_MRPIE_I_MH1-13,15.62,1.79,0
RVSDS_INT_MRPIE_I_MH1-14,17.16,1.8,0
RVSDS_INT_MRPIE_I_MH1-15,14.75,1.79,0
RVSDS_INT_MRPIE_I_MH1-16,16.43,1.79,0
RVSDS_INT_MRPIE_I_MH1-17,29.86,1.75,0
RVSDS_INT_MRPIE_I_MH1-18,11.38,2.24,0
RVSDS_INT_MRPIE_IA_MH1A-5873.1,45.34,14.33,0
RVSDS_INT_MRPIE_II_MH2-01,11.79,1.28,0
RVSDS_INT_MRPIE_II_MH2-02,10.02,1.15,0
RVSDS_INT_MRPIE_II_MH2-03,10.1,1.1,0
RVSDS_INT_MRPIE_II_MH2-04,12.56,1.08,0
RVSDS_INT_MRPIE_II_MH2-05,11.7,1.02,0
RVSDS_INT_MRPIE_II_MH2-06,12.11,1.02,0
RVSDS_INT_MRPIE_II_MH2-07,16.55,1.01,0
RVSDS_INT_MRPIE_II_MH2-08,14.08,1.0,0
RVSDS_INT_MRPIE_II_MH2-09,16.62,1.01,0
RVSDS_INT_MRPIE_II_MH2-10,12.07,0.85,0
RVSDS_INT_MRPIE_II_MH2-10A,12.25,0.25,0
RVSDS_INT_MRPIE_II_MH2-10B,11.11,0.09,0
RVSDS_INT_MRPIE_II_MH2-10C,9.5,0.13,0
RVSDS_INT_MRPIE_II_MH2-10D,13.96,0.1,0
RVSDS_INT_MRPIE_II_MH2-11,11.37,0.89,0
RVSDS_INT_MRPIE_II_MH2-12,11.68,0.93,0
RVSDS_INT_MRPIE_II_MH2-13,10.06,0.86,0
RVSDS_INT_MRPIE_II_MH2-14,9.55,0.89,0
RVSDS_INT_MRPIE_II_MH2-15,10.97,0.88,0
RVSDS_INT_MRPIE_II_MH2-15A,10.73,0.91,0
RVSDS_INT_MRPIE_II_MH2-16,11.21,0.76,0
RVSDS_INT_MRPIE_II_MH2-17,10.5,0.9,0
RVSDS_INT_MRPIE_II_MH2-18,10.92,0.85,0
RVSDS_INT_MRPIE_II_MH2-19,11.34,0.85,0
RVSDS_INT_MRPIE_II_MH2-20,11.27,0.8,0
RVSDS_INT_MRPIE_II_MH2-21,9.96,0.79,0
RVSDS_INT_MRPIE_II_TP2-12A,11.83,0.95,0
RVSDS_INT_MRPIE_II_TP2-12B,11.89,0.87,0
RVSDS_INT_MRPIE_II_TP2-15A,10.76,0.94,0
RVSDS_INT_MRPIE_II_TP2-15B,13.81,0.88,0
RVSDS_INT_MRPIE_III_MH3-01,10.64,0.8,0
RVSDS_INT_MRPIE_III_MH3-02,12.72,0.8,0
RVSDS_INT_MRPIE_III_MH3-03,11.45,0.86,0
RVSDS_INT_MRPIE_III_MH3-04,11.45,0.84,0
RVSDS_INT_MRPIE_III_MH3-05,13.76,0.85,0
RVSDS_INT_MRPIE_III_MH3-06,11.0,0.83,0
RVSDS_INT_MRPIE_III_MH3-10,11.5,0.92,0
RVSDS_INT_MRPIE_III_MH3-10A,11.08,0.86,0
RVSDS_INT_MRPIE_III_MH3-11,12.0,0.86,0
RVSDS_INT_MRPIE_III_MH3-12,12.29,0.85,0
RVSDS_INT_MRPIE_III_MH3-13,9.89,1.03,0
RVSDS_INT_MRPIE_III_MH3-14,10.77,0.75,0
RVSDS_INT_MRPIE_III_MH3-15,12.02,0.65,0
RVSDS_INT_MRPIE_III_MH3-16,8.05,0.6,1
RVSDS_INT_MRPIE_III_MH3-17,9.46,0.86,0
RVSDS_INT_MRPIE_III_MH3-18,9.8,0.76,0
RVSDS_INT_MRPIE_III_MH3-19,9.37,0.76,0
RVSDS_INT_MRPIE_III_MH3-20,9.91,0.76,0
RVSDS_INT_MRPIE_III_MH3-22,13.19,0.8,0
RVSDS_INT_MRPIE_III_MH3-23,11.27,0.59,0
RVSDS_INT_MRPIE_III_MH3-24,9.68,1.11,0
RVSDS_INT_MRPIE_III_TP3-21,8.53,0.58,1
RVSDS_INT_MRPIE_III_TP3-25,8.29,1.24,1
RVSDS_INT_MRPIE_III_TP3-26,6.91,1.12,1
RVSDS_INT_MRPIE_IV_DC4-6384,35.4,4.5,0
RVSDS_INT_MRPIE_IV_MH4-0048.2,13.98,2.76,0
RVSDS_INT_MRPIE_IV_MH4-0362,31.03,0.33,0
RVSDS_INT_MRPIE_IV_MH4-0370,30.23,1.25,0
RVSDS_INT_MRPIE_IV_MH4-0885.9,31.7,3.5,0
RVSDS_INT_MRPIE_IV_MH4-1020.1,20.25,1.11,0
RVSDS_INT_MRPIE_IV_MH4-1030.1,24.65,0.34,0
RVSDS_INT_MRPIE_IV_MH4-1360.9,21.2,1.11,0
RVSDS_INT_MRPIE_IV_MH4-1367.1,21.46,0.34,0
RVSDS_INT_MRPIE_IV_MH4-1404.1,17.7,0.81,0
RVSDS_INT_MRPIE_IV_MH4-1525.3,39.32,3.73,0
RVSDS_INT_MRPIE_IV_MH4-1668.1,19.06,0.59,0
RVSDS_INT_MRPIE_IV_MH4-1968.1,17.16,0.55,0
RVSDS_INT_MRPIE_IV_MH4-2234.4,38.89,3.9,0
RVSDS_INT_MRPIE_IV_MH4-2975.7,37.44,4.03,0
RVSDS_INT_MRPIE_IV_MH4-3693.4,37.01,4.15,0
RVSDS_INT_MRPIE_IV_MH4-4476.8,37.54,4.24,0
RVSDS_INT_MRPIE_IV_MH4-5114.3,36.16,4.32,0
RVSDS_INT_MRPIE_IV_MH4-5767.9,35.77,4.4,0
RVSDS_INT_MRPIE_IV_MH4-7113.6,32.01,4.49,0
RVSDS_INT_MRPIE_IV_MH4-7667.2,20.62,4.35,0
RVSDS_INT_MRPIE_IV_MH4-8556.7,32.13,4.26,0
RVSDS_INT_MRPIE_LivoniaDrainCrossing_DS,12.51,0.8,0
RVSDS_INT_MRPIE_LivoniaDrainCrossing_US,12.44,0.78,0
RVSDS_INT_MRPIE_V_MH5-09290.7,33.66,4.11,0
RVSDS_INT_MRPIE_V_MH5-10024.9,38.22,4.0,0
RVSDS_INT_MRPIE_V_MH5-10737.9,36.82,3.93,0
RVSDS_INT_MRPIE_V_MH5-11401.6,37.39,3.81,0
RVSDS_INT_MRPIE_V_MH5-12100.1,35.97,3.73,0
RVSDS_INT_MRPIE_V_MH5-12838.6,35.52,3.66,0
RVSDS_INT_MRPIE_V_MH5-13698.1,35.01,3.61,0
RVSDS_INT_MRPIE_V_MH5-14536.1,34.51,3.56,0
RVSDS_INT_MRPIE_V_MH5-15282.6,36.06,3.54,0
RVSDS_INT_MRPIE_V_MH5-16035.1,30.61,3.52,0
RVSDS_INT_MRPIE_V_MH5-16420.1,20.35,3.49,0
RVSDS_INT_MRPIE_V_MH5-17342.1,27.82,3.51,0
RVSDS_INT_MRPIE_VI_MH6-18428,7.19,3.59,1
RVSDS_INT_MRPIE_VI_MH6-18818.4,5.95,4.12,1
RVSDS_INT_MRPIE_VI_MH6-19264.15,6.68,4.3,1
RVSDS_INT_MRPIE_VI_MH6-19608.25,10.56,4.53,1
RVSDS_INT_MRPIE_VI_MH6-20110.55,8.17,4.64,1
RVSDS_INT_MRPIE_VI_MH6-20949.74,6.26,4.95,1
RVSDS_INT_MRPIE_VI_MH6-21248.34,8.93,4.25,1
RVSDS_INT_MRPIE_VI_MH6-21520.49,11.62,4.02,1
RVSDS_INT_MRPIE_VI_MH6-21992.17,7.1,3.65,1
RVSDS_INT_MRPIE_VI_MH6-22347.87,7.71,3.36,1
RVSDS_INT_MRPIE_VI_MH6-22638.77,8.39,3.12,1
RVSDS_INT_MRPIE_VI_MH6-23230.12,6.74,2.63,1
RVSDS_INT_MRPIE_VI_MH6-23592.32,13.35,2.38,0
RVSDS_INT_MRPIE_VI_MH6-23669.62,13.26,2.35,0
RVSDS_INT_MRPIE_VI_MH6-23768.12,18.0,1.97,0
RVSDS_INT_MRPIE_VI_MH6-SARASOTA2,7.89,2.76,1
RVSDS_INT_MRPIE_VI_MH6-SARASOTA3,12.79,2.93,0
RVSDS_INT_MRPIE_VI_TP6-18497.4,6.01,3.88,1
RVSDS_INT_MRPIE_VI_TP6-18523.4,6.0,4.1,1
RVSDS_INT_MRPIE_VII_MH7-00358.30,6.03,0.9,1
RVSDS_INT_MRPIE_VII_MH7-00619.25,6.87,0.87,1
RVSDS_INT_MRPIE_VII_MH7-00791.45,6.77,0.87,1
