Node,Full_Depth,Max_depth(SWMM),basement flooding
DN213160,50.0,3.31,0
DN213250,50.0,1.91,0
DN213350,50.0,1.45,0
DN213360,50.0,2.24,0
DN213370,50.0,2.55,0
DN214100,50.0,0.96,0
DN214151,50.0,1.89,0
DN214200,50.0,2.25,0
DN214251,50.0,1.81,0
DN214301,50.0,1.77,0
DN214321,50.0,1.39,0
DN214331,50.0,0.96,0
DN214340,50.0,2.13,0
DN214341,50.0,1.55,0
DN214350,50.0,1.85,0
DN214351,50.0,0.97,0
DN214361,50.0,0.94,0
DN214371,50.0,1.38,0
DN214401,50.0,1.18,0
DN214411,50.0,1.91,0
DN214421,50.0,1.34,0
DN214451,50.0,1.34,0
DN214471,50.0,1.37,0
DN214500,50.0,1.52,0
DN214501,50.0,1.38,0
DN214511,50.0,1.11,0
DN214521,50.0,1.55,0
DN214531,50.0,1.52,0
DN214550,50.0,2.05,0
DN214551,50.0,0.97,0
DN214561,50.0,1.5,0
DN214571,50.0,1.5,0
DN214581,50.0,1.49,0
DN214600,50.0,0.32,0
DN214601,50.0,0.9,0
DN214611,50.0,1.18,0
DN214651,50.0,0.69,0
DN214701,50.0,2.22,0
DN214710,50.0,0.74,0
DN214730,50.0,0.57,0
DN214740,50.0,0.82,0
DN214751,50.0,1.81,0
DN214770,50.0,0.68,0
DN214780,50.0,2.62,0
DN214800,50.0,2.06,0
DN214850,50.0,1.77,0
DN214901,50.0,1.81,0
DN214910,50.0,2.5,0
DN216050,50.0,1.28,0
DN216051,50.0,0.44,0
DN217400,50.0,0.62,0
DN217404,50.0,0.34,0
DN217405,50.0,0.34,0
DN217406,50.0,1.2,0
DN217410,50.0,1.01,0
DN217430,50.0,0.02,0
DN217440,50.0,0.76,0
DN217441,50.0,0.57,0
DN217442,50.0,0.47,0
DN217443,50.0,0.96,0
DN217450,50.0,7.28,0
DN217750,50.0,0.85,0
DN217751,50.0,1.25,0
DN217752,50.0,6.18,0
DN217801,50.0,0.79,0
DN217802,50.0,1.09,0
DN217811,50.0,0.6,0
DN217812,50.0,1.46,0
DN217840,50.0,0.78,0
DN217930,50.0,0.43,0
DN217931,50.0,0.43,0
DN217932,50.0,0.94,0
DN217933,50.0,1.16,0
DN217934,50.0,1.62,0
DN217935,50.0,1.27,0
DN221001,50.0,1.17,0
DN221011,50.0,0.65,0
DN221021,50.0,0.94,0
DN221031,50.0,0.63,0
DN221041,50.0,1.11,0
DN221050,50.0,2.24,0
DN221051,50.0,0.59,0
DN224000,50.0,0.89,0
DN224010,50.0,0.5,0
DN224020,50.0,1.69,0
DN224050,50.0,3.9,0
DN224060,50.0,0.55,0
DN224070,50.0,1.75,0
DN224080,50.0,1.12,0
DN224090,50.0,1.42,0
DN224100,50.0,0.96,0
DN224110,50.0,3.6,0
DN225001,50.0,19.26,0
DN227400,50.0,0.85,0
DN227401,50.0,0.85,0
DN227402,50.0,0.85,0
DN227403,50.0,0.67,0
DN227410,50.0,0.68,0
DN227411,50.0,0.83,0
DN227412,50.0,0.83,0
DN227413,50.0,0.83,0
DN227430,50.0,0.87,0
DN227431,50.0,0.92,0
DN227432,50.0,0.89,0
DN227440,50.0,0.85,0
DN227441,50.0,0.85,0
DN227442,50.0,0.85,0
DN227443,50.0,0.74,0
DN227450,50.0,15.07,0
DN227451,50.0,0.85,0
DN227750,50.0,0.53,0
DN227751,50.0,0.63,0
DN227752,50.0,7.84,0
DN227800,50.0,0.64,0
DN227801,50.0,0.71,0
DN227802,50.0,0.45,0
DN227810,50.0,0.55,0
DN227811,50.0,0.64,0
DN227840,50.0,0.67,0
DN227841,50.0,0.76,0
DN227842,50.0,0.76,0
DN227843,50.0,11.45,0
DN227844,50.0,10.55,0
DN227930,50.0,0.63,0
DN227931,50.0,0.61,0
DN227932,50.0,10.81,0
DN227933,50.0,10.61,0
DN227934,50.0,7.23,0
DN227935,50.0,10.62,0
DN23130,50.0,2.61,0
DN231310,50.0,2.52,0
DN231320,50.0,3.17,0
DN231330,50.0,1.95,0
DN231340,50.0,2.93,0
DN231350,50.0,1.53,0
DN231360,50.0,3.05,0
DN231510,50.0,0.35,0
DN231511,50.0,0.89,0
DN231520,50.0,0.35,0
DN231521,50.0,0.9,0
DN231530,50.0,1.68,0
DN231531,50.0,1.08,0
DN231710,50.0,1.45,0
DN231711,50.0,1.33,0
DN231720,50.0,0.81,0
DN231730,50.0,1.04,0
DN231740,50.0,0.72,0
DN231741,50.0,1.06,0
DN233010,50.0,1.39,0
DN233020,50.0,1.17,0
DN233030,50.0,1.9,0
DN233040,50.0,1.78,0
DN233050,50.0,1.17,0
DN233060,50.0,0.92,0
DN233070,50.0,1.57,0
DN233080,50.0,1.54,0
DN240811,50.0,0.72,0
DN240821,50.0,1.09,0
DN240830,50.0,2.4,0
DN240841,50.0,0.82,0
DN240851,50.0,1.01,0
DN240861,50.0,1.0,0
DN240871,50.0,1.08,0
DN240881,50.0,0.91,0
DN242011,50.0,1.15,0
DN242021,50.0,1.35,0
DN242031,50.0,1.33,0
DN243000,50.0,3.18,0
DN243001,50.0,1.17,0
DN243002,50.0,0.87,0
DN243003,50.0,0.57,0
DN243011,50.0,0.93,0
DN243013,50.0,0.61,0
DN243021,50.0,0.98,0
DN243022,50.0,0.71,0
DN243023,50.0,0.8,0
DN243510,50.0,0.48,0
DN243511,50.0,1.11,0
DN243520,50.0,0.38,0
DN243521,50.0,1.11,0
DN243523,50.0,1.57,0
DN243530,50.0,1.16,0
DN243531,50.0,1.23,0
DN243533,50.0,0.78,0
DN243540,50.0,0.39,0
DN243541,50.0,1.21,0
DN243543,50.0,0.82,0
DN244000,50.0,0.99,0
DN244001,50.0,1.3,0
DN244010,50.0,1.1,0
DN244011,50.0,0.95,0
DN244012,50.0,0.95,0
DN244022,50.0,1.36,0
DN244023,50.0,1.27,0
DN244030,50.0,1.21,0
DN244031,50.0,1.24,0
DN244032,50.0,0.2,0
DN244033,50.0,0.65,0
DN244041,50.0,1.23,0
DN245000,50.0,0.75,0
DN245001,50.0,1.01,0
DN245011,50.0,0.96,0
DN245021,50.0,0.96,0
DN245030,50.0,1.5,0
DN245031,50.0,1.1,0
DN245500,50.0,1.6,0
DN245501,50.0,1.25,0
DN245510,50.0,1.56,0
DN245511,50.0,1.16,0
DN245520,50.0,1.01,0
DN245521,50.0,1.24,0
DN245530,50.0,0.47,0
DN245531,50.0,1.23,0
DN245540,50.0,0.39,0
DN245541,50.0,1.09,0
DN251500,50.0,2.53,0
DN251501,50.0,0.28,0
DN251510,50.0,2.85,0
DN251520,50.0,2.09,0
DN251521,50.0,0.79,0
DN261030,50.0,0.89,0
DN261031,50.0,1.07,0
DN270910,50.0,2.38,0
DN270920,50.0,2.34,0
DN271010,50.0,2.91,0
DN271011,50.0,1.16,0
DN271500,50.0,2.28,0
DN271510,50.0,1.89,0
DN271520,50.0,1.66,0
DN271540,50.0,2.38,0
DN271550,50.0,2.62,0
DN271560,50.0,2.43,0
DN271570,50.0,2.66,0
DN271610,50.0,0.89,0
DN271710,50.0,2.36,0
DN271711,50.0,0.68,0
DN271721,50.0,1.19,0
DN271730,50.0,0.94,0
DN271731,50.0,0.82,0
DN271741,50.0,1.1,0
DN273511,50.0,1.29,0
DN273521,50.0,1.11,0
DN275010,50.0,2.02,0
DN275011,50.0,0.79,0
DN275021,50.0,0.98,0
DN275030,50.0,0.57,0
DN275031,50.0,0.67,0
DN275040,50.0,0.5,0
DN275041,50.0,0.63,0
DN275051,50.0,1.0,0
DN275061,50.0,0.61,0
DN275071,50.0,0.93,0
DN275081,50.0,1.04,0
DN275250,50.0,1.46,0
DN275251,50.0,1.04,0
DN275311,50.0,1.0,0
DN275320,50.0,1.95,0
DN275321,50.0,0.88,0
DN275361,50.0,1.36,0
DN275371,50.0,1.35,0
DN275450,50.0,0.78,0
DN275451,50.0,1.11,0
DN275460,50.0,1.51,0
DN275461,50.0,0.41,0
DN275470,50.0,0.93,0
DN275471,50.0,1.21,0
DN275501,50.0,1.18,0
DN275511,50.0,1.05,0
DN276010,50.0,1.36,0
DN276021,50.0,0.75,0
DN276030,50.0,0.52,0
DN276031,50.0,0.65,0
DN281500,50.0,1.1,0
DN281501,50.0,0.89,0
DN281511,50.0,0.89,0
DN281521,50.0,0.74,0
DN281531,50.0,0.96,0
DN281550,50.0,0.59,0
DN281551,50.0,0.86,0
DN284011,50.0,1.24,0
DN284013,50.0,0.69,0
DN284021,50.0,0.97,0
DN284031,50.0,0.89,0
DN284041,50.0,0.74,0
DN284043,50.0,0.59,0
DN286311,50.0,1.17,0
DN286312,50.0,0.95,0
DN286320,50.0,0.31,0
DN286321,50.0,1.47,0
DN286511,50.0,1.27,0
DN286513,50.0,0.86,0
DN286520,50.0,1.62,0
DN286521,50.0,0.9,0
DN286523,50.0,0.46,0
DN286530,50.0,0.91,0
DN286531,50.0,0.93,0
DN286533,50.0,0.86,0
DN296810,50.0,0.62,0
DN296811,50.0,3.16,0
DN296823,50.0,1.44,0
DN296824,50.0,0.25,0
DN296826,50.0,1.02,0
DN296848,50.0,0.56,0
DN296849,50.0,2.48,0
DN296850,50.0,0.76,0
DN296851,50.0,1.27,0
DN297823,50.0,0.81,0
DN297824,50.0,1.69,0
DN297825,50.0,0.21,0
DN297826,50.0,1.55,0
DN31,136.4,123.26,0
DN331210,50.0,1.35,0
DN331420,50.0,2.25,0
DN331430,50.0,2.21,0
DN331440,50.0,2.74,0
DN332010,50.0,1.41,0
DN339330,50.0,1.76,0
DN341511,50.0,2.09,0
DN341521,50.0,2.08,0
DN34250,50.0,2.24,0
DN342510,50.0,3.3,0
DN342520,50.0,3.33,0
DN343210,50.0,1.61,0
DN343211,50.0,1.31,0
DN343221,50.0,1.17,0
DN343240,50.0,1.63,0
DN343241,50.0,1.59,0
DN343251,50.0,1.17,0
DN343260,50.0,1.65,0
DN343261,50.0,1.33,0
DN343331,50.0,1.4,0
DN346511,50.0,0.81,0
DN346521,50.0,0.98,0
DN346531,50.0,0.96,0
DN346541,50.0,1.19,0
DN347510,50.0,2.04,0
DN347511,50.0,1.78,0
DN347521,50.0,1.67,0
DN347531,50.0,1.78,0
DN347541,50.0,1.82,0
DN347710,50.0,1.19,0
DN41,153.0,9.86,0
DN928,17.61,0.45,0
DN929,17.6,0.59,0
DN953011,50.0,1.09,0
DN953020,50.0,2.0,0
DN953021,50.0,0.74,0
DN953511,50.0,1.18,0
DN953521,50.0,1.17,0
DN953531,50.0,1.18,0
DN953541,50.0,1.08,0
DN953551,50.0,1.15,0
DN954011,50.0,1.14,0
DN954021,50.0,1.15,0
DN954031,50.0,1.19,0
DN954211,50.0,1.05,0
DN954221,50.0,1.01,0
DN954231,50.0,1.35,0
DN954241,50.0,1.74,0
DN954511,50.0,1.03,0
DN954521,50.0,0.7,0
DN954531,50.0,1.26,0
DN954541,50.0,1.49,0
DN955011,50.0,1.18,0
DN955020,50.0,1.09,0
DN955021,50.0,1.48,0
DN989,28.41,17.13,0
DNC4_CaptureShafts,91.0,68.46,0
DNC7_TreatmentShaft,139.3,123.52,0
DNC8_TreatmentShaft,152.7,142.61,0
DR02_DS,22.38,21.71,1
DR02_US,22.38,22.38,1
DrainControlChamber,23.0,21.56,1
DSScreen5-16,26.5,23.17,1
EPNE-14,22.53,22.53,1
GPI-16,27.01,7.57,0
GPI-17,30.0,7.36,0
GPS-CookRoadPS,23.17,0.85,0
GPS-CSO-A,12.1,0.43,0
GPS-Regulator-DS,11.48,0.54,0
GPS-Regulator-US,10.23,0.62,0
GWK_205110,50.0,18.82,0
GWK_205195,50.0,0.95,0
GWK_205197,50.0,13.54,0
GWK_205198,50.0,12.55,0
GWK_205199,50.0,9.24,0
GWK_205250,50.0,15.66,0
GWK_205251,50.0,4.01,0
GWK_206060,50.0,5.63,0
GWK_206080,50.0,6.57,0
GWK_206120,50.0,5.2,0
GWK_206140,50.0,6.78,0
GWK_206170,50.0,5.84,0
GWK_206190,50.0,6.66,0
GWK_206241,50.0,10.8,0
GWK_206270,50.0,16.7,0
GWK_207050,50.0,6.66,0
GWK_207053,50.0,0.86,0
GWK_207070,50.0,47.26,1
GWK_4100,32.47,23.4,0
GWK_4110,31.07,23.18,1
GWK_4150,30.2,26.28,1
GWK_82055,31.14,30.12,1
GWK_8206,31.3,28.89,1
GWK_82061,50.0,38.45,0
GWK_82062,32.0,27.93,1
GWK_82063,31.7,28.24,1
GWK_82064,31.5,28.57,1
HarperWoodsDiversionChamber,22.0,4.03,0
HoffmanWetWell,21.0,21.0,1
I375_Monroe,51.61,8.03,0
I75_7Mile,40.38,40.38,1
I75_Cameron,28.22,28.22,1
I75_Canfield,38.91,38.91,1
I75_Carpenter,35.04,8.95,0
I75_Clark,33.92,8.03,0
I75_Dragoon,34.26,8.02,0
I75_Ferry,49.73,49.73,1
I75_Grand,50.36,50.36,1
I75_GrandRiver,40.72,40.72,1
I75_Holbrook,34.85,9.51,0
I75_I375,53.16,53.16,1
I75_Junction,36.24,8.02,0
I75_Nevada,33.76,33.76,1
I75_StateFair,27.38,27.38,1
I75_Waterman,31.67,31.67,1
I75_Wheelock,38.31,8.05,0
I75_Wilkins,43.23,9.01,0
I94_14th,34.98,8.53,0
I94_28th,36.06,36.06,1
I94_Cadieux,34.38,34.38,1
I94_Cadillac,38.07,38.07,1
I94_Central,36.09,8.03,0
I94_Conner,53.36,12.19,0
I94_Dickerson,28.56,9.01,0
I94_Harper,39.86,8.51,0
I94_Hecla,39.54,39.54,1
I94_Howell,34.34,8.51,0
I94_Junction,34.95,8.03,0
I94_M10,45.95,45.95,1
I94_Martin,37.65,37.65,1
I94_Outer,38.32,38.32,1
I94_Seneca,40.75,40.75,1
I94_Whittier,35.49,35.49,1
I94_Wyoming,40.32,8.52,0
InfluentShaft1,48.75,44.64,1
InfluentShaft2,51.25,46.14,1
InfluentShaft3,47.35,42.73,1
InfluentShaft4,51.33,47.91,1
InfluentShaft5,53.0,46.46,1
Input_Dummy_LC026,50.0,0.22,0
Input_Dummy_LC028,50.0,1.97,0
Input_Dummy_LC029,50.0,0.57,0
Input_Dummy_LC033,50.0,0.03,0
Input_Dummy_LC034,50.0,0.1,0
Input_Dummy_LC045,50.0,1.77,0
Input_Dummy_LC049,50.0,0.28,0
Input_Dummy_LC093,50.0,0.06,0
Input_Dummy_LC094,50.0,0.07,0
Input_Dummy_LC105,100.0,2.34,0
Input_Dummy_LC107,50.0,0.63,0
Input_Dummy_LC116,50.0,2.24,0
Input_Dummy_LC120,50.0,0.96,0
Input_Dummy_LC183,50.0,0.18,0
Input_Dummy_LC185,50.0,0.11,0
Input_LC001_San_DearbornHgts,50.0,0.03,0
Input_LC002_San_DearbornHgts,50.0,0.04,0
Input_LC003_San_DearbornHgts_320,50.0,0.03,0
Input_LC003_San_DearbornHgts_3209,50.0,0.01,0
Input_LC003_San_DearbornHgts_323,50.0,0.01,0
Input_LC003_San_DearbornHgts_3239,50.0,0.02,0
Input_LC003_San_DearbornHgts_325,50.0,0.01,0
Input_LC003_San_DearbornHgts_3259,50.0,0.04,0
Input_LC003_San_DearbornHgts_330,50.0,0.01,0
Input_LC003_San_DearbornHgts_3309,50.0,0.05,0
Input_LC003_San_DearbornHgts_333,50.0,0.02,0
Input_LC003_San_DearbornHgts_3339,50.0,0.03,0
Input_LC003_San_DearbornHgts_335,50.0,0.02,0
Input_LC004_Com_DearbornHgts,50.0,6.08,0
Input_LC005_San_DearbornHgts,50.0,0.02,0
Input_LC006_San_DearbornHgts,50.0,0.05,0
Input_LC007_Com_DearbornHgts,50.0,9.94,0
Input_LC008_San_DearbornHgts,50.0,0.06,0
Input_LC009_Com_DearbornHgts,50.0,5.73,0
Input_LC010_Com_DearbornHgts,50.0,26.47,0
Input_LC011_Com_DearbornHgts,50.0,40.18,0
Input_LC012_Com_DearbornHgts,50.0,29.58,0
Input_LC013_Com_DearbornHgts,50.0,40.19,0
Input_LC014_San_DearbornHgts,50.0,0.02,0
Input_LC015_San_DearbornHgts_105,50.0,0.01,0
Input_LC015_San_DearbornHgts_110,50.0,0.07,0
Input_LC015_San_DearbornHgts_125,50.0,0.03,0
Input_LC015_San_DearbornHgts_1259,50.0,0.03,0
Input_LC015_San_DearbornHgts_135,50.0,0.03,0
Input_LC015_San_DearbornHgts_1359,50.0,0.03,0
Input_LC015_San_DearbornHgts_137,50.0,0.03,0
Input_LC015_San_DearbornHgts_140,50.0,0.01,0
Input_LC015_San_DearbornHgts_220,50.0,0.01,0
Input_LC015_San_DearbornHgts_235,50.0,0.02,0
Input_LC015_San_DearbornHgts_238,50.0,0.02,0
Input_LC015_San_DearbornHgts_240,50.0,0.02,0
Input_LC015_San_DearbornHgts_2409,50.0,0.02,0
Input_LC015_San_DearbornHgts_245,50.0,0.02,0
Input_LC015_San_DearbornHgts_2459,50.0,0.01,0
Input_LC015_San_DearbornHgts_250,50.0,0.02,0
Input_LC015_San_DearbornHgts_255,50.0,0.02,0
Input_LC015_San_DearbornHgts_270,50.0,0.01,0
Input_LC015_San_DearbornHgts_273,50.0,0.02,0
Input_LC015_San_DearbornHgts_275,50.0,0.02,0
Input_LC015_San_DearbornHgts_280,50.0,0.0,0
Input_LC015_San_DearbornHgts_285,50.0,0.02,0
Input_LC015_San_DearbornHgts_290,50.0,0.01,0
Input_LC015_San_DearbornHgts_295,50.0,0.02,0
Input_LC015_San_DearbornHgts_405,50.0,0.01,0
Input_LC015_San_DearbornHgts_4059,50.0,0.02,0
Input_LC015_San_DearbornHgts_410,50.0,0.01,0
Input_LC015_San_DearbornHgts_510,50.0,0.02,0
Input_LC015_San_DearbornHgts_515,50.0,0.02,0
Input_LC015_San_DearbornHgts_520,50.0,0.02,0
Input_LC016_Com_DearbornHgts,50.0,1.72,0
Input_LC017_Com_DearbornHgts,50.0,1.6,0
Input_LC018_San_DearbornHgts,50.0,0.03,0
Input_LC019_San_DearbornHgts,50.0,0.02,0
Input_LC020_San_DearbornHgts,50.0,0.05,0
Input_LC021_San_DearbornHgts,50.0,0.05,0
Input_LC022_Com_DearbornHgts,50.0,1.33,0
Input_LC023_Com_DearbornHgts,50.0,1.52,0
Input_LC023_San_Inkster,50.0,0.0,0
Input_LC024_San_DearbornHgts,50.0,0.03,0
Input_LC025_San_DearbornHgts,50.0,0.01,0
Input_LC026_San_GardenCity,50.0,0.15,0
Input_LC026_San_Westland,50.0,0.01,0
Input_LC027_San_GardenCity,50.0,0.11,0
Input_LC027_San_Westland,50.0,0.0,0
Input_LC028_Com_Inkster,50.0,3.0,0
Input_LC028_San_Inkster,50.0,0.02,0
Input_LC028_San_Westland,50.0,0.02,0
Input_LC029_Com_Inkster,50.0,2.07,0
Input_LC029_San_Inkster,50.0,0.04,0
Input_LC030_San_Inkster,50.0,0.01,0
Input_LC031_Com_Inkster,50.0,1.55,0
Input_LC032_San_Inkster,50.0,0.05,0
Input_LC033_San_Inkster,50.0,0.03,0
Input_LC033_San_Westland,50.0,0.01,0
Input_LC034_San_Inkster,50.0,0.07,0
Input_LC034_San_Westland,50.0,0.05,0
Input_LC035_San_Inkster,50.0,0.02,0
Input_LC036_San_Inkster,50.0,0.01,0
Input_LC037_San_Inkster,50.0,0.02,0
Input_LC038_San_Inkster,50.0,0.02,0
Input_LC039_San_Inkster,50.0,0.02,0
Input_LC040_San_Inkster,50.0,0.01,0
Input_LC041_San_Inkster,50.0,0.01,0
Input_LC042_San_Inkster,50.0,0.01,0
Input_LC043_Com_Inkster,50.0,1.87,0
Input_LC044_San_Inkster,50.0,0.01,0
Input_LC045_Com_Inkster,50.0,2.0,0
Input_LC045_Stm_Inkster,50.0,2.54,0
Input_LC046_Com_Inkster,50.0,1.65,0
Input_LC046_San_Inkster,50.0,0.05,0
Input_LC047_San_Inkster,50.0,0.01,0
Input_LC048_Com_Inkster,50.0,1.48,0
Input_LC049_Com_Inkster,50.0,1.45,0
Input_LC049_San_Inkster,50.0,0.04,0
Input_LC050_Com_Inkster,50.0,1.43,0
Input_LC051_San_Inkster,50.0,0.02,0
Input_LC052_Com_DearbornHgts,50.0,2.24,0
Input_LC052_Com_Inkster,50.0,2.01,0
Input_LC052_San_Inkster,50.0,0.16,0
Input_LC053_San_Inkster,50.0,0.0,0
Input_LC054_San_Inkster,50.0,0.01,0
Input_LC055_San_Inkster,50.0,0.0,0
Input_LC056_San_Inkster,50.0,0.0,0
Input_LC057_San_Inkster,50.0,0.0,0
Input_LC058_San_Livonia,50.0,0.03,0
Input_LC059_San_Livonia,50.0,0.02,0
Input_LC060_San_Livonia,50.0,0.06,0
Input_LC061_San_Livonia,50.0,0.03,0
Input_LC062_San_Livonia,50.0,0.01,0
Input_LC063_San_Livonia,50.0,0.02,0
Input_LC064_San_Livonia,50.0,0.03,0
Input_LC065_San_Livonia,50.0,0.03,0
Input_LC066_San_Livonia,50.0,0.01,0
Input_LC067_San_Livonia,50.0,0.02,0
Input_LC068_San_Livonia,50.0,0.02,0
Input_LC069_San_Livonia,50.0,0.01,0
Input_LC070_San_Livonia,50.0,0.04,0
Input_LC071_San_Livonia,50.0,0.03,0
Input_LC072_San_Livonia,50.0,0.03,0
Input_LC073_San_Livonia,50.0,0.09,0
Input_LC074_San_Livonia,50.0,0.1,0
Input_LC074_San_Westland,50.0,0.01,0
Input_LC075_San_Livonia,50.0,0.09,0
Input_LC076_San_Livonia,50.0,0.11,0
Input_LC077_San_Livonia,50.0,0.2,0
Input_LC078_San_Livonia,50.0,0.03,0
Input_LC079_San_Livonia,50.0,0.11,0
Input_LC080_San_Livonia,50.0,0.15,0
Input_LC081_San_Livonia,50.0,0.15,0
Input_LC082_San_Livonia,50.0,0.01,0
Input_LC083_San_Livonia,50.0,0.06,0
Input_LC084_San_Livonia,50.0,0.01,0
Input_LC085_San_Livonia,50.0,0.01,0
Input_LC086_San_Livonia,50.0,0.02,0
Input_LC087_San_Livonia,50.0,0.01,0
Input_LC088_San_Livonia,50.0,0.01,0
Input_LC089_San_Northville,50.0,0.02,0
Input_LC090_San_Northville,50.0,0.04,0
Input_LC091_San_Northville,50.0,0.02,0
Input_LC092_San_Northville,50.0,0.03,0
Input_LC093_San_Northville,50.0,0.06,0
Input_LC093_San_NorthvilleTwp,50.0,0.01,0
Input_LC094_San_Northville,50.0,0.07,0
Input_LC094_San_NorthvilleTwp,50.0,0.0,0
Input_LC095_San_Northville,50.0,0.04,0
Input_LC096_San_Novi_01,50.0,0.05,0
Input_LC096_San_Novi_02,50.0,0.03,0
Input_LC096_San_Novi_03,50.0,0.03,0
Input_LC096_San_Novi_04,50.0,0.02,0
Input_LC096_San_Novi_05,50.0,0.02,0
Input_LC096_San_Novi_06,50.0,0.02,0
Input_LC096_San_Novi_07,50.0,0.09,0
Input_LC096_San_Novi_08,50.0,0.02,0
Input_LC096_San_Novi_09,50.0,0.01,0
Input_LC096_San_Novi_10,50.0,0.01,0
Input_LC096_San_Novi_11,50.0,0.01,0
Input_LC096_San_Novi_12,50.0,0.01,0
Input_LC096_San_Novi_13,50.0,0.02,0
Input_LC096_San_Novi_14,50.0,0.02,0
Input_LC096_San_Novi_15,50.0,0.01,0
Input_LC096_San_Novi_16,50.0,0.0,0
Input_LC096_San_Novi_17,50.0,0.02,0
Input_LC096_San_Novi_18,50.0,0.02,0
Input_LC096_San_Novi_19,50.0,0.01,0
Input_LC096_San_Novi_20,50.0,0.06,0
Input_LC096_San_Novi_21,50.0,0.01,0
Input_LC096_San_Novi_22,50.0,0.04,0
Input_LC096_San_Novi_23,50.0,0.03,0
Input_LC096_San_Novi_24,50.0,0.01,0
Input_LC096_San_Novi_25,50.0,0.01,0
Input_LC096_San_Novi_26,50.0,0.03,0
Input_LC096_San_Novi_27,50.0,0.24,0
Input_LC096_San_Novi_28,50.0,0.02,0
Input_LC096_San_Novi_29,50.0,0.01,0
Input_LC096_San_Novi_30,50.0,0.13,0
Input_LC096_San_Novi_31,50.0,0.01,0
Input_LC096_San_Novi_32,50.0,0.01,0
Input_LC096_San_Novi_33,50.0,0.11,0
Input_LC096_San_Novi_34,50.0,0.02,0
Input_LC096_San_Novi_35,50.0,0.03,0
Input_LC096_San_Novi_36,50.0,0.01,0
Input_LC096_San_Novi_37,50.0,0.08,0
Input_LC096_San_Novi_38,50.0,0.2,0
Input_LC096_San_Novi_39,50.0,0.02,0
Input_LC096_San_Novi_40,50.0,0.01,0
Input_LC096_San_Novi_41,50.0,0.03,0
Input_LC096_San_Novi_42,50.0,0.08,0
Input_LC096_San_Novi_43,50.0,0.06,0
Input_LC096_San_Novi_44,50.0,0.0,0
Input_LC096_San_Novi_45,50.0,0.03,0
Input_LC096_San_Novi_46,50.0,0.03,0
Input_LC096_San_Novi_47,50.0,0.01,0
Input_LC096_San_Novi_48,50.0,0.01,0
Input_LC096_San_Novi_49,50.0,0.06,0
Input_LC097_San_Plymouth,50.0,0.04,0
Input_LC098_San_Plymouth,50.0,0.03,0
Input_LC099_San_Plymouth,50.0,0.07,0
Input_LC100_San_Plymouth,50.0,0.01,0
Input_LC101_San_Plymouth,50.0,0.13,0
Input_LC104_San_RedfordTwp,50.0,0.05,0
Input_LC105_Com_RedfordTwp,50.0,9.61,0
Input_LC105_San_Livonia,50.0,0.07,0
Input_LC105_San_RedfordTwp,50.0,0.09,0
Input_LC106_Com_RedfordTwp,50.0,6.39,0
Input_LC107_Com_RedfordTwp,50.0,7.73,0
Input_LC107_San_RedfordTwp,50.0,0.02,0
Input_LC108_San_RedfordTwp,50.0,0.02,0
Input_LC109_San_RedfordTwp,50.0,0.03,0
Input_LC110_San_RedfordTwp,50.0,0.01,0
Input_LC111_San_RedfordTwp,50.0,0.03,0
Input_LC112_San_RedfordTwp,50.0,0.05,0
Input_LC113_Com_RedfordTwp,50.0,7.23,0
Input_LC114_Com_RedfordTwp,50.0,10.64,0
Input_LC115_Com_RedfordTwp,50.0,5.77,0
Input_LC116_Com_RedfordTwp,50.0,14.42,0
Input_LC116_San_RedfordTwp,50.0,0.05,0
Input_LC117_San_RedfordTwp,50.0,0.0,0
Input_LC118_San_RedfordTwp,50.0,0.01,0
Input_LC119_San_RedfordTwp,50.0,0.03,0
Input_LC120_Com_RedfordTwp,50.0,20.27,0
Input_LC120_San_RedfordTwp,50.0,0.03,0
Input_LC121_Com_RedfordTwp,50.0,20.12,0
Input_LC122_Com_RedfordTwp,50.0,38.12,0
Input_LC122_San_RedfordTwp,50.0,0.22,0
Input_LC123_San_RedfordTwp,50.0,0.03,0
Input_LC124_San_RedfordTwp,50.0,0.02,0
Input_LC125_San_RedfordTwp,50.0,0.06,0
Input_LC126_San_RedfordTwp,50.0,0.04,0
Input_LC127_San_Romulus,50.0,0.02,0
Input_LC128_San_Romulus,50.0,0.06,0
Input_LC129_San_Romulus,50.0,0.07,0
Input_LC130_San_Romulus,50.0,0.05,0
Input_LC131_San_Romulus,50.0,0.03,0
Input_LC132_San_Romulus,50.0,0.02,0
Input_LC133_San_Romulus,50.0,0.05,0
Input_LC134_San_Romulus,50.0,0.02,0
Input_LC135_San_Romulus,50.0,0.07,0
Input_LC136_San_VanBurenTwp,50.0,0.27,0
Input_LC137_San_Wayne,50.0,0.04,0
Input_LC138_San_Wayne,50.0,0.02,0
Input_LC139_San_Wayne,50.0,0.03,0
Input_LC140_San_Wayne,50.0,0.05,0
Input_LC141_San_Wayne,50.0,0.02,0
Input_LC142_San_Wayne,50.0,0.04,0
Input_LC143_San_Wayne,50.0,0.0,0
Input_LC144_San_Wayne,50.0,0.01,0
Input_LC145_San_Wayne,50.0,0.01,0
Input_LC146_San_Wayne,50.0,0.63,0
Input_LC147_San_Wayne,50.0,0.05,0
Input_LC148_San_Wayne,50.0,0.05,0
Input_LC149_San_Wayne,50.0,0.04,0
Input_LC150_San_Wayne,50.0,0.03,0
